Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Altura de Instalação,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem
1.0,5.34,0.0,5.13,0.0,0.0,7.8,2.48,31.25,0.22,,C3,Braço,Unilateral,,LEDSTAR,,,,16.83,4.08,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.34,0.0,5.13,0.0,0.0,7.8,2.48,31.25,0.22,,C3,Braço,Unilateral,,SX LIGHTING,,,,15.35,1.94,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.34,0.0,5.13,0.0,0.0,7.8,2.48,31.25,0.22,,C3,Braço,Unilateral,,TECNOWATT,,,,17.68,3.27,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.93,0.0,3.4,3.24,0.0,5.6,2.72,45.4,1.95,,C4,Braço,Unilateral,Médio I,LEDSTAR,,,,12.12,2.0,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.93,0.0,3.4,3.24,0.0,5.6,2.72,45.4,1.95,,C4,Braço,Unilateral,Médio II,SX LIGHTING,,,,10.41,0.69,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.93,0.0,3.4,3.24,0.0,5.6,2.72,45.4,1.95,,C4,Braço,Unilateral,Longo I,TECNOWATT,,,,10.96,1.6,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.8,0.0,1.0,0.66,0.0,5.7,2.04,37.5,0.9,,C4,Braço,Unilateral,,LEDSTAR,,,,10.58,1.86,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.8,0.0,1.0,0.66,0.0,5.7,2.04,37.5,0.9,,C4,Braço,Unilateral,,SX LIGHTING,,,,14.53,0.83,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.8,0.0,1.0,0.66,0.0,5.7,2.04,37.5,0.9,,C4,Braço,Unilateral,Médio II,TECNOWATT,,,,10.99,4.1,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.0,0.0,1.25,2.64,0.0,5.5,3.27,30.85,0.6,,C4,Braço,Unilateral,,LEDSTAR,,,,12.16,1.39,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.0,0.0,1.25,2.64,0.0,5.5,3.27,30.85,0.6,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.84,1.26,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.0,0.0,1.25,2.64,0.0,5.5,3.27,30.85,0.6,,C4,Braço,Unilateral,,TECNOWATT,,,,11.38,1.6,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,9.91,0.0,2.24,2.4,0.0,8.5,3.46,38.32,0.3,,C4,Braço,Unilateral,,LEDSTAR,,,,12.23,4.39,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,9.91,0.0,2.24,2.4,0.0,8.5,3.46,38.32,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,,,11.04,2.31,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,9.91,0.0,2.24,2.4,0.0,8.5,3.46,38.32,0.3,,C4,Braço,Unilateral,,TECNOWATT,,,,12.31,3.44,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,3.72,1.95,0.0,7.1,2.28,24.65,2.66,,C4,Braço,Unilateral,,LEDSTAR,,,,11.56,6.35,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,3.72,1.95,0.0,7.1,2.28,24.65,2.66,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.93,7.85,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,3.72,1.95,0.0,7.1,2.28,24.65,2.66,,C4,Braço,Unilateral,,TECNOWATT,,,,10.65,6.72,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.96,0.0,0.97,1.0,0.0,6.5,2.15,11.0,0.3,,C5,Braço,Unilateral,,LEDSTAR,,,,14.8,10.05,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.96,0.0,0.97,1.0,0.0,6.5,2.15,11.0,0.3,,C5,Braço,Unilateral,,SX LIGHTING,,,,20.56,12.89,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.96,0.0,0.97,1.0,0.0,6.5,2.15,11.0,0.3,,C5,Braço,Unilateral,,TECNOWATT,,,,30.59,18.32,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.88,0.0,3.66,1.52,0.0,7.5,2.32,33.89,1.09,,C4,Braço,Unilateral,,LEDSTAR,,,,10.54,3.04,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.88,0.0,3.66,1.52,0.0,7.5,2.32,33.89,1.09,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.05,2.84,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.88,0.0,3.66,1.52,0.0,7.5,2.32,33.89,1.09,,C4,Braço,Unilateral,,TECNOWATT,,,,11.49,3.1,40.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.88,0.0,1.84,2.8,0.0,7.7,2.47,36.49,0.5,,C5,Braço,Unilateral,,LEDSTAR,,,,7.91,2.18,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.88,0.0,1.84,2.8,0.0,7.7,2.47,36.49,0.5,,C5,Braço,Unilateral,,SX LIGHTING,,,,7.68,1.4,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.88,0.0,1.84,2.8,0.0,7.7,2.47,36.49,0.5,,C5,Braço,Unilateral,,TECNOWATT,,,,7.61,2.53,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.3,0.0,1.9,1.0,0.0,6.3,2.17,30.49,0.36,,C4,Braço,Unilateral,,LEDSTAR,,,,11.31,2.71,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.3,0.0,1.9,1.0,0.0,6.3,2.17,30.49,0.36,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.97,1.42,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.3,0.0,1.9,1.0,0.0,6.3,2.17,30.49,0.36,,C4,Braço,Unilateral,,TECNOWATT,,,,10.77,3.06,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.97,0.0,2.85,2.3,0.0,8.5,3.2,34.2,0.49,,C4,Braço,Unilateral,,LEDSTAR,,,,10.66,3.59,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.97,0.0,2.85,2.3,0.0,8.5,3.2,34.2,0.49,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.62,3.59,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.97,0.0,2.85,2.3,0.0,8.5,3.2,34.2,0.49,,C4,Braço,Unilateral,,TECNOWATT,,,,11.8,4.26,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.87,0.0,0.0,0.0,0.0,8.1,1.7,23.4,0.0,,C4,Braço,Unilateral,,LEDSTAR,,,,12.04,,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.87,0.0,0.0,0.0,0.0,8.1,1.7,23.4,0.0,,C4,Braço,Unilateral,,SX LIGHTING,,,,11.64,,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.87,0.0,0.0,0.0,0.0,8.1,1.7,23.4,0.0,,C4,Braço,Unilateral,,TECNOWATT,,,,11.87,,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.95,0.0,1.72,1.92,0.0,6.57,1.8,33.75,1.33,,C4,Braço,Unilateral,,LEDSTAR,,,,10.31,2.73,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.95,0.0,1.72,1.92,0.0,6.57,1.8,33.75,1.33,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.0,1.88,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.95,0.0,1.72,1.92,0.0,6.57,1.8,33.75,1.33,,C4,Braço,Unilateral,,TECNOWATT,,,,10.01,3.2,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.56,0.0,1.17,2.02,0.0,7.68,1.52,35.1,0.87,,C5,Braço,Unilateral,,LEDSTAR,,,,8.09,3.16,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.56,0.0,1.17,2.02,0.0,7.68,1.52,35.1,0.87,,C5,Braço,Unilateral,,SX LIGHTING,,,,7.75,3.0,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.56,0.0,1.17,2.02,0.0,7.68,1.52,35.1,0.87,,C5,Braço,Unilateral,,TECNOWATT,,,,7.65,3.81,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.98,0.0,1.89,1.0,0.0,7.45,1.35,19.9,0.59,,C4,Braço,Unilateral,,LEDSTAR,,,,11.58,7.47,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.98,0.0,1.89,1.0,0.0,7.45,1.35,19.9,0.59,,C4,Braço,Unilateral,,SX LIGHTING,,,,14.41,10.11,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.98,0.0,1.89,1.0,0.0,7.45,1.35,19.9,0.59,,C4,Braço,Unilateral,,TECNOWATT,,,,14.27,9.51,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.69,0.0,4.02,3.12,0.0,5.56,2.84,36.83,2.93,,C5,Braço,Unilateral,,LEDSTAR,,,,10.76,0.6,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.69,0.0,4.02,3.12,0.0,5.56,2.84,36.83,2.93,,C5,Braço,Unilateral,Médio I,SX LIGHTING,,,,9.17,1.92,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.69,0.0,4.02,3.12,0.0,5.56,2.84,36.83,2.93,,C5,Braço,Unilateral,Curto II,TECNOWATT,,,,7.86,0.68,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.71,0.0,3.16,1.9,0.0,8.28,2.2,25.89,0.69,,C3,Braço,Bilateral alternado,,LEDSTAR,,,,16.92,10.88,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.71,0.0,3.16,1.9,0.0,8.28,2.2,25.89,0.69,,C3,Braço,Bilateral alternado,,SX LIGHTING,,,,20.91,12.67,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.71,0.0,3.16,1.9,0.0,8.28,2.2,25.89,0.69,,C3,Braço,Bilateral alternado,,TECNOWATT,,,,21.32,12.35,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.48,0.0,2.09,2.76,0.0,6.52,1.69,25.15,1.53,,C5,Braço,Unilateral,,LEDSTAR,,,,10.49,4.82,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.48,0.0,2.09,2.76,0.0,6.52,1.69,25.15,1.53,,C5,Braço,Unilateral,,SX LIGHTING,,,,8.77,4.98,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.48,0.0,2.09,2.76,0.0,6.52,1.69,25.15,1.53,,C5,Braço,Unilateral,,TECNOWATT,,,,12.91,7.43,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.96,0.0,1.14,2.23,0.0,7.91,1.76,19.96,1.44,,C5,Braço,Unilateral,,LEDSTAR,,,,11.46,8.14,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.96,0.0,1.14,2.23,0.0,7.91,1.76,19.96,1.44,,C5,Braço,Unilateral,,SX LIGHTING,,,,9.54,7.58,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.96,0.0,1.14,2.23,0.0,7.91,1.76,19.96,1.44,,C5,Braço,Unilateral,,TECNOWATT,,,,14.41,10.66,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.77,0.0,2.96,1.92,0.0,7.18,1.91,17.61,2.16,,C5,Braço,Unilateral,,LEDSTAR,,,,7.78,5.63,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.77,0.0,2.96,1.92,0.0,7.18,1.91,17.61,2.16,,C5,Braço,Unilateral,,SX LIGHTING,,,,10.74,8.12,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.77,0.0,2.96,1.92,0.0,7.18,1.91,17.61,2.16,,C5,Braço,Unilateral,,TECNOWATT,,,,15.52,11.36,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.78,0.0,2.51,2.51,0.0,6.6,2.01,22.03,0.72,,C4,Braço,Bilateral alternado,,LEDSTAR,,,,14.17,7.6,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.78,0.0,2.51,2.51,0.0,6.6,2.01,22.03,0.72,,C4,Braço,Bilateral alternado,,SX LIGHTING,,,,19.64,7.66,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.78,0.0,2.51,2.51,0.0,6.6,2.01,22.03,0.72,,C4,Braço,Bilateral alternado,,TECNOWATT,,,,28.84,11.38,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.7,0.0,2.85,2.95,0.0,8.13,1.11,30.17,3.52,,C4,Braço,Unilateral,,LEDSTAR,,,,13.78,3.95,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.7,0.0,2.85,2.95,0.0,8.13,1.11,30.17,3.52,,C4,Braço,Unilateral,,SX LIGHTING,,,,18.84,14.42,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.7,0.0,2.85,2.95,0.0,8.13,1.11,30.17,3.52,,C4,Braço,Unilateral,,TECNOWATT,,,,15.76,6.69,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.92,16.0,2.9,2.0,1.0,6.37,1.58,29.16,2.56,,C4,Braço,Bilateral alternado,Curto II,LEDSTAR,10.83,,0.24,12.01,9.57,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.92,16.0,2.9,2.0,1.0,6.37,1.58,29.16,2.56,,C4,Braço,Bilateral alternado,Curto II,SX LIGHTING,13.09,,0.18,14.85,11.74,70.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,13.92,16.0,2.9,2.0,1.0,6.37,1.58,29.16,2.56,,C4,Braço,Bilateral alternado,Curto II,TECNOWATT,10.86,,0.18,12.2,9.22,68.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.1,6.88,4.03,6.03,2.02,8.73,2.24,18.83,1.17,,C1,Chicote duplo,Canteiro central,,LEDSTAR,34.36,,0.72,34.52,14.01,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.1,6.88,4.03,6.03,2.02,8.73,2.24,18.83,1.17,,C1,Chicote duplo,Canteiro central,,SX LIGHTING,30.59,,0.76,30.75,11.64,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.1,6.88,4.03,6.03,2.02,8.73,2.24,18.83,1.17,,C1,Chicote duplo,Canteiro central,,TECNOWATT,31.96,,0.81,32.01,13.11,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.95,9.56,1.91,3.05,10.65,9.74,2.34,39.43,5.86,,C2,Chicote duplo,Canteiro central,Longo II,LEDSTAR,22.48,,0.48,23.12,14.27,155.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.95,9.56,1.91,3.05,10.65,9.74,2.34,39.43,5.86,,C2,Chicote duplo,Canteiro central,,SX LIGHTING,22.1,,0.55,22.65,18.49,176.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,8.95,9.56,1.91,3.05,10.65,9.74,2.34,39.43,5.86,,C2,Chicote duplo,Canteiro central,,TECNOWATT,27.19,,0.47,28.36,19.57,183.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.4,16.2,2.74,3.13,1.72,8.63,3.24,31.31,0.75,,C1,Braço,Bilateral alternado,,LEDSTAR,32.43,,0.58,33.29,4.35,140.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.4,16.2,2.74,3.13,1.72,8.63,3.24,31.31,0.75,,C1,Braço,Bilateral alternado,,SX LIGHTING,31.49,,0.77,34.52,15.31,137.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.4,16.2,2.74,3.13,1.72,8.63,3.24,31.31,0.75,,C1,Braço,Bilateral alternado,,TECNOWATT,42.27,,0.56,49.67,6.49,183.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.93,0.0,1.05,1.76,0.0,12.56,4.06,31.68,2.97,,C1,Braço,Unilateral,Longo II,LEDSTAR,,,,33.1,20.5,170.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.93,0.0,1.05,1.76,0.0,12.56,4.06,31.68,2.97,,C1,Braço,Unilateral,Longo II,SX LIGHTING,,,,33.06,27.99,176.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.93,0.0,1.05,1.76,0.0,12.56,4.06,31.68,2.97,,C1,Braço,Unilateral,,TECNOWATT,,,,35.3,17.99,183.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.46,8.46,3.95,3.72,5.24,9.67,1.82,30.0,3.65,,C4,Chicote duplo,Canteiro central,Curto II,LEDSTAR,10.63,,8.15,10.3,6.59,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.46,8.46,3.95,3.72,5.24,9.67,1.82,30.0,3.65,,C4,Chicote duplo,Canteiro central,Curto II,SX LIGHTING,11.49,,8.94,10.6,9.76,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.46,8.46,3.95,3.72,5.24,9.67,1.82,30.0,3.65,,C4,Chicote duplo,Canteiro central,Curto II,TECNOWATT,11.96,,7.3,10.67,10.69,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.82,0.0,5.38,1.64,0.0,8.55,2.77,24.45,3.56,,C3,Braço,Unilateral,,LEDSTAR,,,,18.27,10.43,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.82,0.0,5.38,1.64,0.0,8.55,2.77,24.45,3.56,,C3,Braço,Unilateral,,SX LIGHTING,,,,16.31,9.19,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.82,0.0,5.38,1.64,0.0,8.55,2.77,24.45,3.56,,C3,Braço,Unilateral,,TECNOWATT,,,,17.4,10.25,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.39,0.0,5.04,2.1,0.0,6.2,2.86,13.58,0.77,,C0,Braço,Unilateral,,LEDSTAR,,,,52.87,23.85,140.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.39,0.0,5.04,2.1,0.0,6.2,2.86,13.58,0.77,,C0,Braço,Unilateral,,SX LIGHTING,,,,54.1,35.04,120.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.39,0.0,5.04,2.1,0.0,6.2,2.86,13.58,0.77,,C0,Braço,Unilateral,,TECNOWATT,,,,53.34,24.0,100.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.95,10.67,3.21,5.72,1.9,9.83,1.61,32.68,1.3,,C1,Chicote duplo,Canteiro central,Longo II,LEDSTAR,31.23,,0.46,31.26,3.61,120.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.95,10.67,3.21,5.72,1.9,9.83,1.61,32.68,1.3,,C1,Chicote duplo,Canteiro central,Longo II,SX LIGHTING,30.42,,0.51,30.46,6.25,100.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.95,10.67,3.21,5.72,1.9,9.83,1.61,32.68,1.3,,C1,Chicote duplo,Canteiro central,Longo II,TECNOWATT,30.57,,0.58,30.5,9.43,120.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.62,10.57,3.77,3.4,1.93,9.83,1.61,29.22,0.97,,C1,Chicote duplo,Canteiro central,Longo II,LEDSTAR,30.03,,0.61,30.04,8.02,100.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.62,10.57,3.77,3.4,1.93,9.83,1.61,29.22,0.97,,C1,Chicote duplo,Canteiro central,Longo II,SX LIGHTING,30.98,,0.62,30.99,6.31,90.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.62,10.57,3.77,3.4,1.93,9.83,1.61,29.22,0.97,,C1,Chicote duplo,Canteiro central,,TECNOWATT,30.85,,0.76,30.83,14.89,120.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.96,0.0,4.43,4.03,0.0,20.3,0.0,59.93,3.1,,C1,Suporte,Unilateral,,LEDSTAR,,,,33.45,19.77,170.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.96,0.0,4.43,4.03,0.0,20.3,0.0,59.93,3.1,,C1,Suporte,Unilateral,,SX LIGHTING,,,,33.62,21.65,176.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,10.96,0.0,4.43,4.03,0.0,20.3,0.0,59.93,3.1,,C1,Suporte,Unilateral,,TECNOWATT,,,,36.59,21.47,183.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,15.0,,3.0,3.0,0.0,4.67,0.0,,2.89,,C5,Suporte,Bilateral frontal,Curto I,LEDSTAR,,,,9.98,6.08,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,15.0,,3.0,3.0,0.0,4.67,0.0,,2.89,,C5,Suporte,Bilateral frontal,Curto I,SX LIGHTING,,,,12.74,8.55,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,15.0,,3.0,3.0,0.0,4.67,0.0,,2.89,,C5,Suporte,Bilateral frontal,Curto I,TECNOWATT,,,,19.0,14.7,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.75,0.0,,0.0,0.0,6.76,2.51,25.24,0.66,,C3,Braço,Bilateral alternado,,LEDSTAR,,,,20.37,6.94,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.75,0.0,,0.0,0.0,6.76,2.51,25.24,0.66,,C3,Braço,Bilateral alternado,,SX LIGHTING,,,,17.11,3.31,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.75,0.0,,0.0,0.0,6.76,2.51,25.24,0.66,,C3,Braço,Bilateral alternado,,TECNOWATT,,,,25.23,6.1,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.0,0.0,,0.0,0.0,6.5,1.19,21.34,0.58,,C4,Braço,Unilateral,,LEDSTAR,,,,13.27,6.87,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.0,0.0,,0.0,0.0,6.5,1.19,21.34,0.58,,C4,Braço,Unilateral,,SX LIGHTING,,,,11.03,6.6,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.0,0.0,,0.0,0.0,6.5,1.19,21.34,0.58,,C4,Braço,Unilateral,,TECNOWATT,,,,16.81,9.87,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.43,0.0,,0.0,0.0,9.34,3.13,30.15,0.77,,C1,,Bilateral frontal,,LEDSTAR,,,,34.44,20.44,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.43,0.0,,0.0,0.0,9.34,3.13,30.15,0.77,,C1,,Bilateral frontal,,SX LIGHTING,,,,31.55,22.56,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,12.43,0.0,,0.0,0.0,9.34,3.13,30.15,0.77,,C1,,Bilateral frontal,,TECNOWATT,,,,32.81,22.66,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
