Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem,tem_cpe
1.0,8.5,,2.5,2.5,0.0,5.3,0.5,27.4,0.0,C4,Braço,Unilateral,Médio II,SX LIGHTING,,0.7,,10.17,3.79,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.5,,2.5,2.5,0.0,5.3,0.5,27.4,0.0,C4,Braço,Unilateral,Médio II,TECNOWATT,,0.66,,10.08,3.65,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,1.5,1.5,0.0,6.5,1.6,32.77,0.2,C5,Braço,Unilateral,,LEDSTAR,,0.35,,7.99,2.18,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,1.5,1.5,0.0,6.5,1.6,32.77,0.2,C5,Braço,Unilateral,,SX LIGHTING,,0.36,,9.96,1.51,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,1.5,1.5,0.0,6.5,1.6,32.77,0.2,C5,Braço,Unilateral,,TECNOWATT,,0.44,,9.82,2.99,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,,1.0,0.0,6.53,2.26,12.81,4.92,C4,Braço,Unilateral,,LEDSTAR,,0.68,,15.38,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,,1.0,0.0,6.53,2.26,12.81,4.92,C4,Braço,Unilateral,,SX LIGHTING,,0.61,,12.45,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,,1.0,0.0,6.53,2.26,12.81,4.92,C4,Braço,Unilateral,,TECNOWATT,,0.59,,16.91,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,,1.5,0.0,5.65,2.12,13.0,-0.31,C5,Braço,Unilateral,,LEDSTAR,,0.72,,13.88,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,,1.5,0.0,5.65,2.12,13.0,-0.31,C5,Braço,Unilateral,,SX LIGHTING,,0.74,,19.1,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,,1.5,0.0,5.65,2.12,13.0,-0.31,C5,Braço,Unilateral,,TECNOWATT,,0.7,,28.48,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,0.5,0.5,0.0,6.55,2.2,24.85,0.38,C4,Braço,Unilateral,,LEDSTAR,,0.5,,10.93,4.77,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,0.5,0.5,0.0,6.55,2.2,24.85,0.38,C4,Braço,Unilateral,,SX LIGHTING,,0.67,,13.43,6.87,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,0.5,0.5,0.0,6.55,2.2,24.85,0.38,C4,Braço,Unilateral,,TECNOWATT,,0.63,,13.66,7.21,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.2,1.2,0.0,5.25,1.0,40.5,0.34,C4,Braço,Unilateral,Curto I,LEDSTAR,,0.23,,10.42,1.94,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.2,1.2,0.0,5.25,1.0,40.5,0.34,C4,Braço,Unilateral,Curto I,SX LIGHTING,,0.18,,14.45,1.25,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.2,1.2,0.0,5.25,1.0,40.5,0.34,C4,Braço,Unilateral,Médio II,TECNOWATT,,0.26,,12.07,2.43,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.5,,2.5,2.5,0.0,7.95,2.42,16.7,0.27,C5,Braço,Unilateral,,LEDSTAR,,0.72,,10.51,11.09,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.5,,2.5,2.5,0.0,7.95,2.42,16.7,0.27,C5,Braço,Unilateral,,SX LIGHTING,,0.78,,20.34,23.18,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.5,,2.5,2.5,0.0,7.95,2.42,16.7,0.27,C5,Braço,Unilateral,,TECNOWATT,,0.72,,21.03,21.8,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,7.07,1.8,33.0,0.24,C5,Braço,Unilateral,,LEDSTAR,,0.38,,7.54,2.19,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,7.07,1.8,33.0,0.24,C5,Braço,Unilateral,,SX LIGHTING,,0.44,,9.41,1.79,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,7.07,1.8,33.0,0.24,C5,Braço,Unilateral,,TECNOWATT,,0.51,,9.37,3.15,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.5,2.5,0.0,6.5,2.0,23.5,0.67,C3,Braço,Unilateral,,LEDSTAR,,0.57,,17.36,6.97,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.5,2.5,0.0,6.5,2.0,23.5,0.67,C3,Braço,Unilateral,,SX LIGHTING,,0.71,,16.56,6.85,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.5,2.5,0.0,6.5,2.0,23.5,0.67,C3,Braço,Unilateral,,TECNOWATT,,0.73,,18.79,7.9,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,1.5,1.5,0.0,6.42,2.5,27.5,0.1,C5,Braço,Unilateral,,LEDSTAR,,0.42,,9.82,3.05,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,1.5,1.5,0.0,6.42,2.5,27.5,0.1,C5,Braço,Unilateral,,SX LIGHTING,,0.51,,8.15,2.18,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,1.5,1.5,0.0,6.42,2.5,27.5,0.1,C5,Braço,Unilateral,,TECNOWATT,,0.53,,12.22,4.13,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,5.42,1.0,20.46,0.28,C4,Braço,Unilateral,,LEDSTAR,,0.52,,16.48,7.34,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,5.42,1.0,20.46,0.28,C4,Braço,Unilateral,,SX LIGHTING,,0.66,,13.73,7.5,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,5.42,1.0,20.46,0.28,C4,Braço,Unilateral,,TECNOWATT,,0.67,,20.83,11.29,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,2.0,2.0,0.0,7.71,1.47,29.76,2.0,C4,Braço,Unilateral,,LEDSTAR,,0.55,,11.47,5.79,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,2.0,2.0,0.0,7.71,1.47,29.76,2.0,C4,Braço,Unilateral,,SX LIGHTING,,0.72,,10.9,6.99,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.5,,2.0,2.0,0.0,7.71,1.47,29.76,2.0,C4,Braço,Unilateral,,TECNOWATT,,0.67,,12.41,8.31,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.6,,,,0.0,6.3,2.52,43.57,0.84,C5,Braço,Unilateral,Médio I,LEDSTAR,,0.21,,8.97,,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.6,,,,0.0,6.3,2.52,43.57,0.84,C5,Braço,Unilateral,Médio II,SX LIGHTING,,0.22,,8.01,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.6,,,,0.0,6.3,2.52,43.57,0.84,C5,Braço,Unilateral,Longo I,TECNOWATT,,0.21,,8.72,,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.0,1.0,0.0,6.04,1.05,21.95,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.59,,7.53,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.0,1.0,0.0,6.04,1.05,21.95,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.73,,10.41,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,1.0,1.0,0.0,6.04,1.05,21.95,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.68,,15.14,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.0,,0.0,6.02,1.33,17.28,0.0,P6,Braço,Unilateral,,LEDSTAR,,,,,6.69,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.0,,0.0,6.02,1.33,17.28,0.0,P6,Braço,Unilateral,,SX LIGHTING,,,,,10.71,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.0,,0.0,6.02,1.33,17.28,0.0,P6,Braço,Unilateral,,TECNOWATT,,,,,15.26,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.0,0.0,8.72,3.03,42.54,0.9,C3,Braço,Unilateral,Longo II,LEDSTAR,,0.45,,15.21,5.45,85.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.0,0.0,8.72,3.03,42.54,0.9,C3,Braço,Unilateral,,SX LIGHTING,,0.39,,15.87,5.35,79.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.0,0.0,8.72,3.03,42.54,0.9,C3,Braço,Unilateral,,TECNOWATT,,0.3,,17.44,3.96,90.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,7.15,1.29,11.57,1.49,C5,Braço,Unilateral,,LEDSTAR,,0.92,,13.42,11.88,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,7.15,1.29,11.57,1.49,C5,Braço,Unilateral,,SX LIGHTING,,0.95,,18.51,17.02,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.0,,1.0,1.0,0.0,7.15,1.29,11.57,1.49,C5,Braço,Unilateral,,TECNOWATT,,0.92,,28.29,24.2,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.5,2.5,0.0,6.44,3.0,27.26,3.0,C4,Braço,Unilateral,,LEDSTAR,,0.49,,12.18,4.48,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.5,2.5,0.0,6.44,3.0,27.26,3.0,C4,Braço,Unilateral,,SX LIGHTING,,0.62,,11.69,3.76,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.5,2.5,0.0,6.44,3.0,27.26,3.0,C4,Braço,Unilateral,,TECNOWATT,,0.59,,11.42,5.05,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.75,1.78,39.76,0.0,C5,Braço,Bilateral alternada,,LEDSTAR,,0.67,,7.97,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.75,1.78,39.76,0.0,C5,Braço,Bilateral alternada,,SX LIGHTING,,0.74,,10.99,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.75,1.78,39.76,0.0,C5,Braço,Bilateral alternada,,TECNOWATT,,0.76,,16.52,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,,,0.0,7.47,1.97,29.93,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.47,,8.07,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,,,0.0,7.47,1.97,29.93,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.63,,9.98,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.0,,,,0.0,7.47,1.97,29.93,0.4,C5,Braço,Unilateral,,TECNOWATT,,0.62,,10.13,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.5,2.5,0.0,6.87,2.75,48.32,1.17,C5,Braço,Unilateral,Médio I,LEDSTAR,,0.19,,7.62,0.96,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.5,2.5,0.0,6.87,2.75,48.32,1.17,C5,Braço,Unilateral,Longo I,SX LIGHTING,,0.18,,9.74,0.63,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.5,2.5,0.0,6.87,2.75,48.32,1.17,C5,Braço,Unilateral,Longo II,TECNOWATT,,0.18,,8.81,1.14,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,7.26,2.05,17.69,0.0,C4,Braço,Unilateral,,LEDSTAR,,0.75,,13.8,7.89,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,7.26,2.05,17.69,0.0,C4,Braço,Unilateral,,SX LIGHTING,,0.82,,11.5,6.41,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,7.26,2.05,17.69,0.0,C4,Braço,Unilateral,,TECNOWATT,,0.77,,17.23,9.09,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,1.0,1.9,0.0,6.8,2.34,32.41,0.46,C5,Braço,Unilateral,,LEDSTAR,,0.37,,10.45,4.91,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,1.0,1.9,0.0,6.8,2.34,32.41,0.46,C5,Braço,Unilateral,,SX LIGHTING,,0.48,,8.34,3.72,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,1.0,1.9,0.0,6.8,2.34,32.41,0.46,C5,Braço,Unilateral,,TECNOWATT,,0.51,,12.75,7.33,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,1.9,2.18,0.0,4.57,1.87,31.2,2.2,C4,Braço,Unilateral,,LEDSTAR,,0.19,,11.02,1.6,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,1.9,2.18,0.0,4.57,1.87,31.2,2.2,C4,Braço,Unilateral,,SX LIGHTING,,0.18,,23.55,1.11,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.5,,1.9,2.18,0.0,4.57,1.87,31.2,2.2,C4,Braço,Unilateral,Curto I,TECNOWATT,,0.45,,13.33,5.73,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.16,,3.96,3.7,0.0,6.5,2.5,31.33,1.3,C4,Braço,Unilateral,,LEDSTAR,,0.39,,10.58,2.01,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.16,,3.96,3.7,0.0,6.5,2.5,31.33,1.3,C4,Braço,Unilateral,,SX LIGHTING,,0.4,,10.19,0.81,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.16,,3.96,3.7,0.0,6.5,2.5,31.33,1.3,C4,Braço,Unilateral,,TECNOWATT,,0.5,,10.0,2.2,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,9.51,,3.96,2.28,0.0,5.08,3.16,25.96,1.72,C4,Braço,Unilateral,,LEDSTAR,,0.35,,15.24,0.79,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,9.51,,3.96,2.28,0.0,5.08,3.16,25.96,1.72,C4,Braço,Unilateral,,SX LIGHTING,,0.41,,21.27,0.85,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,9.51,,3.96,2.28,0.0,5.08,3.16,25.96,1.72,C4,Braço,Unilateral,,TECNOWATT,,0.35,,22.51,0.95,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,15.54,12.63,4.48,3.33,2.16,6.7,2.6,33.0,1.57,C4,Braço,Unilateral,Longo II,LEDSTAR,13.36,0.29,0.74,13.41,1.43,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,15.54,12.63,4.48,3.33,2.16,6.7,2.6,33.0,1.57,C4,Braço,Unilateral,Longo II,SX LIGHTING,12.66,0.26,0.68,12.29,2.62,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,15.54,12.63,4.48,3.33,2.16,6.7,2.6,33.0,1.57,C4,Braço,Unilateral,Longo II,TECNOWATT,12.88,0.23,0.74,11.87,1.03,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,4.88,,1.66,0.0,0.0,7.35,2.14,40.5,2.48,C5,Braço,Unilateral,,LEDSTAR,,0.31,,7.62,1.91,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.88,,1.66,0.0,0.0,7.35,2.14,40.5,2.48,C5,Braço,Unilateral,,SX LIGHTING,,0.41,,8.57,2.47,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.88,,1.66,0.0,0.0,7.35,2.14,40.5,2.48,C5,Braço,Unilateral,,TECNOWATT,,0.24,,9.91,1.97,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,12.63,12.72,2.84,1.88,5.4,7.9,3.08,25.23,0.8,C5,Braço,Unilateral,,LEDSTAR,10.11,0.45,0.45,10.16,7.17,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,12.63,12.72,2.84,1.88,5.4,7.9,3.08,25.23,0.8,C5,Braço,Unilateral,,SX LIGHTING,16.03,0.61,0.6,16.1,6.67,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,12.63,12.72,2.84,1.88,5.4,7.9,3.08,25.23,0.8,C5,Braço,Unilateral,,TECNOWATT,8.89,0.51,0.5,8.93,4.46,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.85,,2.5,3.24,0.0,7.1,2.2,32.5,0.78,C4,Braço,Unilateral,,LEDSTAR,,0.43,,10.81,3.46,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.85,,2.5,3.24,0.0,7.1,2.2,32.5,0.78,C4,Braço,Unilateral,,SX LIGHTING,,0.61,,10.26,3.41,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,8.85,,2.5,3.24,0.0,7.1,2.2,32.5,0.78,C4,Braço,Unilateral,,TECNOWATT,,0.52,,11.03,1.92,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.6,10.7,2.94,4.0,1.89,9.86,2.82,30.5,1.1,C5,Braço,Canteiro central,,LEDSTAR,17.62,0.61,0.18,9.45,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,10.6,10.7,2.94,4.0,1.89,9.86,2.82,30.5,1.1,C5,Braço,Canteiro central,,SX LIGHTING,19.76,0.68,0.22,9.27,9.74,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,10.6,10.7,2.94,4.0,1.89,9.86,2.82,30.5,1.1,C5,Braço,Canteiro central,,TECNOWATT,16.02,0.69,0.18,8.95,9.52,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,6.72,,2.64,2.07,0.0,6.25,2.41,19.6,1.14,C4,Braço,Unilateral,,LEDSTAR,,0.64,,13.87,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.72,,2.64,2.07,0.0,6.25,2.41,19.6,1.14,C4,Braço,Unilateral,,SX LIGHTING,,0.8,,11.65,4.81,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.72,,2.64,2.07,0.0,6.25,2.41,19.6,1.14,C4,Braço,Unilateral,,TECNOWATT,,0.76,,17.04,7.7,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.68,,1.74,2.16,0.0,6.72,1.73,27.8,1.5,C4,Braço,Unilateral,,LEDSTAR,,0.53,,11.44,5.3,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.68,,1.74,2.16,0.0,6.72,1.73,27.8,1.5,C4,Braço,Unilateral,,SX LIGHTING,,0.69,,10.95,5.57,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.68,,1.74,2.16,0.0,6.72,1.73,27.8,1.5,C4,Braço,Unilateral,,TECNOWATT,,0.64,,10.71,6.23,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.66,,1.94,0.0,0.0,6.3,2.12,24.77,1.36,C5,Braço,Unilateral,,LEDSTAR,,0.48,,10.65,4.63,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.66,,1.94,0.0,0.0,6.3,2.12,24.77,1.36,C5,Braço,Unilateral,,SX LIGHTING,,0.66,,8.91,4.57,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.66,,1.94,0.0,0.0,6.3,2.12,24.77,1.36,C5,Braço,Unilateral,,TECNOWATT,,0.61,,12.97,6.93,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.4,,1.9,2.5,0.0,6.7,3.0,24.7,1.3,C4,Braço,Unilateral,,LEDSTAR,,0.49,,10.58,4.05,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.4,,1.9,2.5,0.0,6.7,3.0,24.7,1.3,C4,Braço,Unilateral,,SX LIGHTING,,0.53,,12.01,4.51,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.4,,1.9,2.5,0.0,6.7,3.0,24.7,1.3,C4,Braço,Unilateral,,TECNOWATT,,0.41,,13.14,5.18,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.71,,3.04,2.65,0.0,6.22,1.88,40.1,0.58,C3,Braço,Unilateral,,LEDSTAR,,0.21,,16.0,2.19,65.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.71,,3.04,2.65,0.0,6.22,1.88,40.1,0.58,C3,Braço,Unilateral,,SX LIGHTING,,0.22,,20.61,2.99,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.71,,3.04,2.65,0.0,6.22,1.88,40.1,0.58,C3,Braço,Unilateral,Médio I,TECNOWATT,,0.21,,16.3,2.07,68.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.93,,,0.0,0.0,7.1,2.35,39.8,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.24,,7.93,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.93,,,0.0,0.0,7.1,2.35,39.8,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.26,,9.06,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.93,,,0.0,0.0,7.1,2.35,39.8,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.19,,10.49,,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.21,3.0,0.0,5.87,1.9,39.36,1.66,C4,Braço,Unilateral,,LEDSTAR,,0.21,,10.83,1.43,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.21,3.0,0.0,5.87,1.9,39.36,1.66,C4,Braço,Unilateral,Curto I,SX LIGHTING,,0.3,,13.37,1.36,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,3.21,3.0,0.0,5.87,1.9,39.36,1.66,C4,Braço,Unilateral,Médio I,TECNOWATT,,0.2,,10.18,1.52,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.46,2.63,0.0,7.83,2.03,36.03,1.12,C3,Braço,Unilateral,,LEDSTAR,,0.38,,16.55,7.02,72.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.46,2.63,0.0,7.83,2.03,36.03,1.12,C3,Braço,Unilateral,,SX LIGHTING,,0.45,,18.85,7.35,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.46,2.63,0.0,7.83,2.03,36.03,1.12,C3,Braço,Unilateral,,TECNOWATT,,0.54,,16.66,6.1,68.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.24,,1.68,2.5,0.0,6.1,2.21,33.0,1.2,C4,Braço,Unilateral,,LEDSTAR,,0.31,,12.94,3.16,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.24,,1.68,2.5,0.0,6.1,2.21,33.0,1.2,C4,Braço,Unilateral,,SX LIGHTING,,0.23,,10.46,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.24,,1.68,2.5,0.0,6.1,2.21,33.0,1.2,C4,Braço,Unilateral,,TECNOWATT,,0.34,,10.35,2.49,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.55,2.52,0.0,5.91,1.78,26.47,1.39,C4,Braço,Unilateral,Curto I,LEDSTAR,,0.47,,11.46,5.85,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.55,2.52,0.0,5.91,1.78,26.47,1.39,C4,Braço,Unilateral,Curto I,SX LIGHTING,,0.59,,15.86,7.3,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.55,2.52,0.0,5.91,1.78,26.47,1.39,C4,Braço,Unilateral,Curto I,TECNOWATT,,0.45,,17.1,9.65,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.86,,1.97,2.7,0.0,6.43,1.73,29.92,0.91,C3,Braço,Unilateral,,LEDSTAR,,0.41,,15.54,5.36,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.86,,1.97,2.7,0.0,6.43,1.73,29.92,0.91,C3,Braço,Unilateral,,SX LIGHTING,,0.53,,18.43,6.09,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.86,,1.97,2.7,0.0,6.43,1.73,29.92,0.91,C3,Braço,Unilateral,,TECNOWATT,,0.39,,16.55,7.0,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.08,,,0.0,0.0,7.39,1.56,35.11,-0.4,C5,Braço,Unilateral,,LEDSTAR,,0.37,,8.68,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.08,,,0.0,0.0,7.39,1.56,35.11,-0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.36,,8.38,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.08,,,0.0,0.0,7.39,1.56,35.11,-0.4,C5,Braço,Unilateral,,TECNOWATT,,0.45,,8.53,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.9,,2.32,3.29,0.0,6.0,1.87,42.28,1.02,C5,Braço,Unilateral,Curto I,LEDSTAR,,0.22,,9.43,1.54,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.9,,2.32,3.29,0.0,6.0,1.87,42.28,1.02,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.24,,8.67,1.0,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
