Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem,tem_cpe
1.0,6.65,,1.42,0.0,0.0,5.81,1.83,32.5,0.44,C4,Braço,Bilateral alternada,,LEDSTAR,,0.71,,10.76,5.39,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.65,,1.42,0.0,0.0,5.81,1.83,32.5,0.44,C4,Braço,Bilateral alternada,,SX LIGHTING,,0.76,,14.97,4.61,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.65,,1.42,0.0,0.0,5.81,1.83,32.5,0.44,C4,Braço,Bilateral alternada,,TECNOWATT,,0.74,,21.81,7.74,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.61,,,0.0,0.0,6.22,1.69,28.74,0.54,C5,Braço,Unilateral,,LEDSTAR,,0.41,,9.83,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.61,,,0.0,0.0,6.22,1.69,28.74,0.54,C5,Braço,Unilateral,,SX LIGHTING,,0.53,,8.25,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.61,,,0.0,0.0,6.22,1.69,28.74,0.54,C5,Braço,Unilateral,,TECNOWATT,,0.54,,12.23,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.5,,,1.2,0.0,6.738,2.01,30.37,0.81,C5,Braço,Unilateral,,LEDSTAR,,0.4,,10.04,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.5,,,1.2,0.0,6.738,2.01,30.37,0.81,C5,Braço,Unilateral,,SX LIGHTING,,0.5,,8.41,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.5,,,1.2,0.0,6.738,2.01,30.37,0.81,C5,Braço,Unilateral,,TECNOWATT,,0.52,,12.51,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.92,1.82,0.94,1.82,0.0,7.39,1.6,21.97,0.54,C4,Braço,Unilateral,,LEDSTAR,,0.68,,10.97,6.07,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.92,1.82,0.94,1.82,0.0,7.39,1.6,21.97,0.54,C4,Braço,Unilateral,,SX LIGHTING,,0.84,,13.67,8.34,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.92,1.82,0.94,1.82,0.0,7.39,1.6,21.97,0.54,C4,Braço,Unilateral,,TECNOWATT,,0.8,,13.72,7.82,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.93,,2.06,1.9,0.0,6.27,1.5,27.7,0.6,C5,Braço,Unilateral,,LEDSTAR,,0.42,,10.48,3.42,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.93,,2.06,1.9,0.0,6.27,1.5,27.7,0.6,C5,Braço,Unilateral,,SX LIGHTING,,0.57,,8.72,2.84,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.93,,2.06,1.9,0.0,6.27,1.5,27.7,0.6,C5,Braço,Unilateral,,TECNOWATT,,0.55,,13.21,5.0,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.2,1.36,0.0,5.76,1.77,23.15,0.93,C4,Braço,Unilateral,,LEDSTAR,,0.48,,12.08,3.71,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.2,1.36,0.0,5.76,1.77,23.15,0.93,C4,Braço,Unilateral,,SX LIGHTING,,0.67,,10.02,2.22,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.0,,2.2,1.36,0.0,5.76,1.77,23.15,0.93,C4,Braço,Unilateral,,TECNOWATT,,0.62,,14.52,3.76,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,1.6,1.54,0.0,7.38,1.77,36.07,0.76,C3,Braço,Unilateral,,LEDSTAR,,0.36,,15.17,3.74,65.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,1.6,1.54,0.0,7.38,1.77,36.07,0.76,C3,Braço,Unilateral,,SX LIGHTING,,0.4,,19.39,5.56,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,1.6,1.54,0.0,7.38,1.77,36.07,0.76,C3,Braço,Unilateral,,TECNOWATT,,0.42,,15.28,4.46,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.48,,4.05,0.0,0.0,7.65,2.04,22.71,1.72,C4,Braço,Unilateral,,LEDSTAR,,0.68,,10.48,1.87,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.48,,4.05,0.0,0.0,7.65,2.04,22.71,1.72,C4,Braço,Unilateral,,SX LIGHTING,,0.84,,13.01,1.55,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.48,,4.05,0.0,0.0,7.65,2.04,22.71,1.72,C4,Braço,Unilateral,,TECNOWATT,,0.8,,13.21,2.49,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.18,,2.45,3.38,0.0,6.63,2.01,37.82,1.2,C4,Braço,Unilateral,,LEDSTAR,,0.29,,10.56,2.2,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.18,,2.45,3.38,0.0,6.63,2.01,37.82,1.2,C4,Braço,Unilateral,,SX LIGHTING,,0.31,,10.04,1.46,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.18,,2.45,3.38,0.0,6.63,2.01,37.82,1.2,C4,Braço,Unilateral,Médio I,TECNOWATT,,0.25,,10.89,1.92,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.05,,1.86,0.0,0.0,8.0,1.93,31.5,1.26,C3,Braço,Unilateral,,LEDSTAR,,0.44,,16.3,5.86,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.05,,1.86,0.0,0.0,8.0,1.93,31.5,1.26,C3,Braço,Unilateral,Médio II,SX LIGHTING,,0.52,,16.09,5.19,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.05,,1.86,0.0,0.0,8.0,1.93,31.5,1.26,C3,Braço,Unilateral,Médio II,TECNOWATT,,0.43,,19.2,6.33,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,4.32,0.0,0.0,4.48,0.54,12.78,0.88,P6,Braço,Unilateral,,LEDSTAR,,,,,12.4,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,4.32,0.0,0.0,4.48,0.54,12.78,0.88,P6,Braço,Unilateral,,SX LIGHTING,,,,,20.0,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,4.32,0.0,0.0,4.48,0.54,12.78,0.88,P6,Braço,Unilateral,,TECNOWATT,,,,,27.12,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.74,,,1.23,0.0,7.4,1.56,29.0,1.78,C4,Braço,Unilateral,,LEDSTAR,,0.56,,11.06,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.74,,,1.23,0.0,7.4,1.56,29.0,1.78,C4,Braço,Unilateral,,SX LIGHTING,,0.74,,10.68,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.74,,,1.23,0.0,7.4,1.56,29.0,1.78,C4,Braço,Unilateral,,TECNOWATT,,0.68,,10.97,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.15,,,0.0,0.0,7.16,1.84,31.0,0.0,C4,Braço,Unilateral,,LEDSTAR,,0.43,,10.2,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.15,,,0.0,0.0,7.16,1.84,31.0,0.0,C4,Braço,Unilateral,,SX LIGHTING,,0.55,,11.75,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.15,,,0.0,0.0,7.16,1.84,31.0,0.0,C4,Braço,Unilateral,,TECNOWATT,,0.54,,10.03,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.0,,,2.95,,12.1,1.0,41.0,1.29,C5,Suporte,Canteiro central,,LEDSTAR,,0.56,,8.68,,65.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.0,,,2.95,,12.1,1.0,41.0,1.29,C5,Suporte,Canteiro central,,SX LIGHTING,,0.75,,7.68,,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,7.0,,,2.95,,12.1,1.0,41.0,1.29,C5,Suporte,Canteiro central,Médio I,TECNOWATT,,0.74,,8.85,,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,1.94,0.0,0.0,5.9,2.0,26.6,2.16,C4,Braço,Unilateral,,LEDSTAR,,0.38,,12.14,3.79,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,1.94,0.0,0.0,5.9,2.0,26.6,2.16,C4,Braço,Unilateral,,SX LIGHTING,,0.52,,10.16,2.92,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,1.94,0.0,0.0,5.9,2.0,26.6,2.16,C4,Braço,Unilateral,,TECNOWATT,,0.51,,14.9,5.48,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.16,8.55,2.92,2.6,1.62,12.07,1.79,29.86,0.97,C5,Suporte,Canteiro central,,LEDSTAR,,0.72,,8.96,3.27,72.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.16,8.55,2.92,2.6,1.62,12.07,1.79,29.86,0.97,C5,Suporte,Canteiro central,,SX LIGHTING,,0.79,,9.63,3.77,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.16,8.55,2.92,2.6,1.62,12.07,1.79,29.86,0.97,C5,Suporte,Canteiro central,,TECNOWATT,,0.7,,10.75,2.99,100.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.7,,2.15,4.05,0.0,7.29,2.6,35.12,0.75,C4,Braço,Unilateral,,LEDSTAR,,0.37,,10.53,2.9,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.7,,2.15,4.05,0.0,7.29,2.6,35.12,0.75,C4,Braço,Unilateral,,SX LIGHTING,,0.47,,10.07,2.69,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.7,,2.15,4.05,0.0,7.29,2.6,35.12,0.75,C4,Braço,Unilateral,,TECNOWATT,,0.42,,11.55,2.91,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.07,,,1.89,0.0,5.6,1.55,55.0,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.25,,8.13,1.4,72.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.07,,,1.89,0.0,5.6,1.55,55.0,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.45,,8.93,2.11,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.07,,,1.89,0.0,5.6,1.55,55.0,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.42,,14.26,3.67,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,2.83,0.0,0.0,7.78,0.89,18.05,1.04,P5,Braço,Unilateral,,LEDSTAR,,,,,10.31,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,2.83,0.0,0.0,7.78,0.89,18.05,1.04,P5,Braço,Unilateral,,SX LIGHTING,,,,,14.37,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,2.83,0.0,0.0,7.78,0.89,18.05,1.04,P5,Braço,Unilateral,,TECNOWATT,,,,,21.5,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.6,,1.26,0.0,0.0,6.65,2.26,22.46,0.3,C4,Braço,Unilateral,,LEDSTAR,,0.56,,11.85,5.39,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.6,,1.26,0.0,0.0,6.65,2.26,22.46,0.3,C4,Braço,Unilateral,,SX LIGHTING,,0.72,,14.56,6.97,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.6,,1.26,0.0,0.0,6.65,2.26,22.46,0.3,C4,Braço,Unilateral,,TECNOWATT,,0.68,,14.8,7.22,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.89,9.03,2.59,2.76,1.83,10.59,2.92,35.26,1.16,C4,Braço,Unilateral,,LEDSTAR,,0.6,,14.19,3.77,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.89,9.03,2.59,2.76,1.83,10.59,2.92,35.26,1.16,C4,Braço,Unilateral,,SX LIGHTING,,0.72,,16.64,3.37,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.89,9.03,2.59,2.76,1.83,10.59,2.92,35.26,1.16,C4,Braço,Unilateral,,TECNOWATT,,0.69,,17.38,2.99,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.75,,,4.59,0.0,6.47,1.83,13.05,2.11,C3,Braço,Unilateral,,LEDSTAR,,0.7,,17.67,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.75,,,4.59,0.0,6.47,1.83,13.05,2.11,C3,Braço,Unilateral,,SX LIGHTING,,0.72,,22.02,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.75,,,4.59,0.0,6.47,1.83,13.05,2.11,C3,Braço,Unilateral,,TECNOWATT,,0.65,,21.88,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.52,,1.2,0.0,0.0,6.44,2.1,37.04,0.66,C5,Braço,Unilateral,,LEDSTAR,,0.25,,7.54,1.5,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.52,,1.2,0.0,0.0,6.44,2.1,37.04,0.66,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.26,,8.68,1.19,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.52,,1.2,0.0,0.0,6.44,2.1,37.04,0.66,C5,Braço,Unilateral,,TECNOWATT,,0.23,,9.46,1.61,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.56,2.51,0.0,5.89,2.07,29.95,1.1,C4,Braço,Unilateral,,LEDSTAR,,0.38,,12.14,2.27,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.56,2.51,0.0,5.89,2.07,29.95,1.1,C4,Braço,Unilateral,,SX LIGHTING,,0.41,,11.61,1.56,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.56,2.51,0.0,5.89,2.07,29.95,1.1,C4,Braço,Unilateral,,TECNOWATT,,0.48,,11.44,2.28,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.49,1.66,19.4,1.06,C5,Braço,Unilateral,,LEDSTAR,,0.66,,8.79,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.49,1.66,19.4,1.06,C5,Braço,Unilateral,,SX LIGHTING,,0.79,,12.15,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.49,1.66,19.4,1.06,C5,Braço,Unilateral,,TECNOWATT,,0.76,,18.51,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,8.91,,3.16,2.87,0.0,6.47,1.84,43.73,0.85,C3,Braço,Unilateral,Médio II,LEDSTAR,,0.22,,15.88,3.6,85.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,8.91,,3.16,2.87,0.0,6.47,1.84,43.73,0.85,C3,Braço,Unilateral,Médio II,SX LIGHTING,,0.26,,15.23,3.42,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,8.91,,3.16,2.87,0.0,6.47,1.84,43.73,0.85,C3,Braço,Unilateral,Médio II,TECNOWATT,,0.3,,15.08,2.89,80.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.46,,3.96,4.06,0.0,7.47,3.1,29.1,1.77,C4,Braço,Unilateral,,LEDSTAR,,0.43,,10.15,3.71,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.46,,3.96,4.06,0.0,7.47,3.1,29.1,1.77,C4,Braço,Unilateral,,SX LIGHTING,,0.48,,14.08,3.96,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.46,,3.96,4.06,0.0,7.47,3.1,29.1,1.77,C4,Braço,Unilateral,,TECNOWATT,,0.42,,15.02,4.48,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.93,,,0.0,0.0,6.84,1.27,17.97,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.74,,8.82,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.93,,,0.0,0.0,6.84,1.27,17.97,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.83,,12.24,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.93,,,0.0,0.0,6.84,1.27,17.97,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.79,,18.42,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.98,,1.98,1.98,0.0,5.56,1.8,22.5,0.72,C4,Braço,Unilateral,,LEDSTAR,,0.51,,13.56,5.03,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.98,,1.98,1.98,0.0,5.56,1.8,22.5,0.72,C4,Braço,Unilateral,,SX LIGHTING,,0.67,,11.38,4.27,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.98,,1.98,1.98,0.0,5.56,1.8,22.5,0.72,C4,Braço,Unilateral,,TECNOWATT,,0.69,,16.64,7.14,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.3,,3.19,2.28,0.0,7.46,2.49,18.46,1.91,C3,Braço,Unilateral,,LEDSTAR,,0.56,,17.74,11.21,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.3,,3.19,2.28,0.0,7.46,2.49,18.46,1.91,C3,Braço,Unilateral,Longo II,SX LIGHTING,,0.71,,20.12,8.2,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,11.3,,3.19,2.28,0.0,7.46,2.49,18.46,1.91,C3,Braço,Unilateral,Longo II,TECNOWATT,,0.61,,22.4,10.64,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,2.34,2.89,0.0,6.76,2.04,21.77,1.32,C4,Braço,Unilateral,,LEDSTAR,,0.61,,11.44,6.06,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,2.34,2.89,0.0,6.76,2.04,21.77,1.32,C4,Braço,Unilateral,,SX LIGHTING,,0.79,,14.18,8.14,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.9,,2.34,2.89,0.0,6.76,2.04,21.77,1.32,C4,Braço,Unilateral,,TECNOWATT,,0.73,,13.97,8.16,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.23,,2.06,2.06,0.0,7.57,1.94,36.99,1.11,C5,Braço,Unilateral,,LEDSTAR,,0.4,,7.89,2.3,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.23,,2.06,2.06,0.0,7.57,1.94,36.99,1.11,C5,Braço,Unilateral,,SX LIGHTING,,0.46,,7.6,1.63,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.23,,2.06,2.06,0.0,7.57,1.94,36.99,1.11,C5,Braço,Unilateral,,TECNOWATT,,0.51,,7.52,2.73,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.86,,,0.0,0.0,6.92,1.98,38.62,4.37,C5,Braço,Unilateral,,LEDSTAR,,0.3,,7.57,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.86,,,0.0,0.0,6.92,1.98,38.62,4.37,C5,Braço,Unilateral,,SX LIGHTING,,0.44,,8.46,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.86,,,0.0,0.0,6.92,1.98,38.62,4.37,C5,Braço,Unilateral,,TECNOWATT,,0.22,,8.95,,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.42,1.66,19.4,0.66,C5,Braço,Unilateral,,LEDSTAR,,0.65,,8.82,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.42,1.66,19.4,0.66,C5,Braço,Unilateral,,SX LIGHTING,,0.77,,12.18,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.03,,,0.0,0.0,6.42,1.66,19.4,0.66,C5,Braço,Unilateral,,TECNOWATT,,0.74,,18.44,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.07,,3.07,2.59,0.0,5.93,1.55,27.5,2.14,C4,Braço,Unilateral,,LEDSTAR,,0.42,,12.05,4.6,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.07,,3.07,2.59,0.0,5.93,1.55,27.5,2.14,C4,Braço,Unilateral,,SX LIGHTING,,0.61,,11.43,2.85,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.07,,3.07,2.59,0.0,5.93,1.55,27.5,2.14,C4,Braço,Unilateral,,TECNOWATT,,0.59,,11.15,4.78,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.03,,2.11,1.43,0.0,7.5,1.75,14.46,1.68,C5,Braço,Unilateral,,LEDSTAR,,0.78,,9.27,7.66,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.03,,2.11,1.43,0.0,7.5,1.75,14.46,1.68,C5,Braço,Unilateral,,SX LIGHTING,,0.81,,12.8,10.65,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.03,,2.11,1.43,0.0,7.5,1.75,14.46,1.68,C5,Braço,Unilateral,,TECNOWATT,,0.72,,18.66,14.95,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.8,,2.11,1.4,0.0,7.68,2.0,34.37,1.17,C4,Braço,Unilateral,,LEDSTAR,,0.45,,10.1,3.62,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.8,,2.11,1.4,0.0,7.68,2.0,34.37,1.17,C4,Braço,Unilateral,,SX LIGHTING,,0.59,,14.04,5.32,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.8,,2.11,1.4,0.0,7.68,2.0,34.37,1.17,C4,Braço,Unilateral,,TECNOWATT,,0.56,,11.0,4.49,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,9.06,,4.08,2.58,0.0,6.61,1.85,36.29,1.65,C4,Braço,Unilateral,,LEDSTAR,,0.33,,10.73,2.15,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,9.06,,4.08,2.58,0.0,6.61,1.85,36.29,1.65,C4,Braço,Unilateral,,SX LIGHTING,,0.45,,12.65,0.87,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,9.06,,4.08,2.58,0.0,6.61,1.85,36.29,1.65,C4,Braço,Unilateral,,TECNOWATT,,0.35,,13.61,1.47,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.11,,2.09,1.8,0.0,7.85,2.05,29.15,0.87,C4,Braço,Unilateral,,LEDSTAR,,0.58,,10.15,4.53,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.11,,2.09,1.8,0.0,7.85,2.05,29.15,0.87,C4,Braço,Unilateral,,SX LIGHTING,,0.66,,11.55,5.75,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.11,,2.09,1.8,0.0,7.85,2.05,29.15,0.87,C4,Braço,Unilateral,,TECNOWATT,,0.69,,9.99,5.02,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.63,,,0.0,0.0,7.58,1.69,11.46,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.9,,12.5,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.63,,,0.0,0.0,7.58,1.69,11.46,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.93,,17.27,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.63,,,0.0,0.0,7.58,1.69,11.46,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.87,,26.02,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.06,,,0.0,0.0,5.95,1.68,29.33,0.69,C5,Braço,Unilateral,,LEDSTAR,,0.35,,10.37,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.06,,,0.0,0.0,5.95,1.68,29.33,0.69,C5,Braço,Unilateral,,SX LIGHTING,,0.42,,8.66,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.06,,,0.0,0.0,5.95,1.68,29.33,0.69,C5,Braço,Unilateral,,TECNOWATT,,0.44,,13.04,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.55,,3.32,3.18,0.0,6.85,1.7,14.62,1.4,C4,Braço,Unilateral,,LEDSTAR,,0.72,,15.99,10.75,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.55,,3.32,3.18,0.0,6.85,1.7,14.62,1.4,C4,Braço,Unilateral,,SX LIGHTING,,0.73,,13.26,8.38,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.55,,3.32,3.18,0.0,6.85,1.7,14.62,1.4,C4,Braço,Unilateral,,TECNOWATT,,0.64,,19.18,11.83,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.0,,0.55,0.7,0.0,6.5,1.92,32.0,-0.55,C5,Braço,Unilateral,,LEDSTAR,,0.32,,8.12,3.3,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.0,,0.55,0.7,0.0,6.5,1.92,32.0,-0.55,C5,Braço,Unilateral,,SX LIGHTING,,0.26,,9.89,5.38,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.0,,0.55,0.7,0.0,6.5,1.92,32.0,-0.55,C5,Braço,Unilateral,,TECNOWATT,,0.4,,10.02,5.3,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.14,,1.07,1.25,0.0,8.5,3.196,28.96,1.432,C5,Braço,Unilateral,,LEDSTAR,,0.63,,9.26,5.72,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.14,,1.07,1.25,0.0,8.5,3.196,28.96,1.432,C5,Braço,Unilateral,,SX LIGHTING,,0.76,,9.0,6.61,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.14,,1.07,1.25,0.0,8.5,3.196,28.96,1.432,C5,Braço,Unilateral,,TECNOWATT,,0.74,,9.02,6.03,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
